PK_CUSTOMER;customerkey;customer;phone;customer_type;business_family;business_unit;line_of_business;regional_sales_mgr;search_type
d9169539eb368defa98937d17ca6ec8d463401bd419e56d21644e0e6eee52057;10010914;Editor Shop;816-455-8733;G2;R3;1;M1;S16;C
fbeba6f47031f6030338a2959b1c2df8fde47c341335f3097d9ebae089ff5152;10011997;Fibronics Shop;816-455-8733;G2;R3;1;\"\";S16;C
8bcd184dadd7122f20d8bc7a4491c95713450e0ba6c712d0a2089d031090baea;10022962;Reflex Store;816-455-8733;G1;R3;1;M1;S19;C
152f90c18cfff3305dc3327b637f86fde7cf6af8aa01bacfbe17068b3d34b0b6;10000471;Aadast Shop;816-455-8733;G1;R3;1;M1;S19;C
c352de76bb29ff1b0722664814ca7a81cc51fccda28e24895be32b65fdbbd85a;10006836;Biz-comm Shop;816-455-8733;G1;R3;1;M1;S16;C
0f6ac27f5e06b3ca9876dea471e6c89695abfa2aa7f0e5b6fc2bf719e7c059de;10007566;Cambio Shop;816-455-8733;G2;R2;1;\"\";S9;C
1cba8fda150cded0f959b8fa75ef2840030785f3d86c3bb7b17b73a872648bc5;10002765;Active Store;816-455-8733;G2;R3;1;\"\";S16;C
a0f3a0aeb4f7babeba7f73313e68595e421db57579c2504bc5c080f19a8e600d;10009643;David Store;816-455-8733;G2;R3;1;\"\";S9;C
829007531ca5ba411764d61f4e8dbd46e58dff765c733a1cfe9eb87292d746a3;10023241;Revnet Market;816-455-8733;G2;R1;1;\"\";S11;C
ec021de75562269135338601b06fabf3037c5d78239cae376f29a2e167b66b6c;10011623;Federal Supermarket;816-455-8733;G2;R2;1;\"\";S3;C
ecd86166bfebe8fd0876e9ad081204d1cea097c39fdcccb3cb9b03f7a59f7a73;10021203;Pacific Market;816-455-8733;G2;O2;1;\"\";S12;C
97ddb984f3c9d8dca2e8209b90a08ca76c38aa0135a3d2ac853dc808d586abfc;10022764;RealiDyne Shop;816-455-8733;G2;R3;1;\"\";S5;C
49f674e57c5c5dbf4d0756840113d971c410855fedb6384a0c4f6055f7d86815;10002240;ACS Shop;816-455-8733;G2;R3;1;\"\";S1;C
be2447921e1f1245009f28eba154a8702d6210ed280e884dcf02056bd58e177d;10014810;Healtheon Shop;816-455-8733;G2;O1;1;\"\";S5;C
8e371dc07a40ad2e12a7051b4aa08b1ff587e96ae93f00cb0fab07cf79eda871;10018580;K Supermarket;816-455-8733;G2;R2;1;\"\";S1;C
0af7f669e1326a7b73750b039184f764595fdee571e1ab8bbeab2663ac134895;10020080;Lucky Shop;816-455-8733;G2;O2;1;\"\";S12;C
a314b8a75f06cdcb8557f525788fe414710d437b561b565f69db023dfa2bcfdf;10002142;AccuCom Shop;816-455-8733;G2;R2;1;\"\";S5;C
88856370eab04c9197cab8cc567161de97cfc9fce4eb37b97146d0f1d6fa2e41;10013332;GateMaster Shop;816-455-8733;G2;R3;1;\"\";S16;C
75b30f388d824dc9992b8ebcfaf38af93276c6c85159368a62eb12445baa8267;10015030;Hegemony Shop;816-455-8733;G2;R2;1;\"\";S5;C
1affeb6124799d340a567434098fdc5ed372055d15fb45aaa6f40fd3b3350f48;10025243;Teca-Print Shop;816-455-8733;G2;R3;1;\"\";S16;C
f0db0ab7bf97c311c18c134e935c124811f5c987d55d452cd26212cf8b7152d2;10009672;DEAC Shop;816-455-8733;G2;R3;1;\"\";S16;C
786f37f34de4358c8561c45804402559a059ab0b14c63f1a29aa88f9abe9b0a8;10002139;Accrue Shop;816-455-8733;G2;R1;1;\"\";S11;C
53507cfb0d7fa7f91a65e8038d3f45e89a7103b171e7207bd89cb9da4025bf79;10009656;DCS Market;816-455-8733;G2;R3;1;\"\";S16;C
b623bd65cbcfe8e348beb169f68c76c69639e09ff77d031bced2d8f9d1232cc0;10010990;Elbit Market;816-455-8733;G2;R1;1;\"\";S20;C
48a5f92a5c896a38a820b6565b152054b0ea58fdf2e3564735b149ac892166de;10011842;Fentek Market;816-455-8733;G2;R3;1;\"\";S16;C
eacdc9abb2c1b997fec80a210e33c5c769310474ae51536cb0fe425b017f5db0;10013472;GE Market;816-455-8733;G2;R3;1;\"\";S9;C
821f2d637c0bc2356e2871aa4a8d7c7f1907935d905e98d298c9589a09dfff0f;10026522;XCOM Shop;816-455-8733;G2;R3;1;\"\";S16;C
35ac7a9c4dbf1c228263c25edd2618f51c3cc45ce7c72ab760daec95cbbac0b3;10012234;Filmotype Shop;816-455-8733;G2;R3;1;\"\";S16;C
91e21548f4c773017267d333e4ba12312f36dd52c51ab7240c8837b69821f1dd;10020927;Outbreak Shop;816-455-8733;G2;R3;1;\"\";S16;C
528c711e363b31f7f69d2fd67068bf5a88731ee6750a3c47186da8174527efc8;10021470;Papyrus Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
f0dee254efc75822c0c41c9ddf8e4fb4f40f2ba5a87e0d949b681b5810e6a01b;10025737;Userland Maxistore;816-455-8733;G2;R3;1;\"\";S16;C
89bd46bd7ebf68db60621487e5a9d30747207135d769af9ee8df1dbe3446359c;10011732;Federated Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
56032365de399b7302218d0065d4f1313d7eb8081ce6bad452c318185cb6b3d5;10016113;Hill Supermarket;816-455-8733;G2;R2;1;\"\";S5;C
59edb1d2ae6f5cf8642d8b20370dbf5bf3d87345a4f65e19fc5a2cee3a34bcfe;10002149;AccuLAN Shop;816-455-8733;G2;R3;1;\"\";S16;I
0c771bbd97ff0760fb986a021d0edb54051407ea34f365bd78c46dac6aa4fec3;10002137;Accidental Shop;816-455-8733;G2;R3;1;\"\";S16;C
dd4ce4c724cba1f51d31bebca366a0e40c2ce6c41183a04fe9f8bbe7847c20f3;10004256;Benedict Shop;816-455-8733;G2;R3;1;\"\";S16;C
1aeb799edfee8e75ffe4163aed72356733ce0af58564bc2f40c0e17c292b6966;10005688;Bien Supermarket;816-455-8733;G2;R3;1;\"\";S9;C
3e9659fed3ace717a09887d675d002ff9585cf88b5d7cd6f537b331c8f44df58;10009356;Central Supermarket;816-455-8733;G2;R1;1;\"\";S11;C
b9393611fb0ca728b00dc1d6cbc02c976127851121385ea2a9db678b6dca40a3;10011979;FiberPlex Shop;816-455-8733;G1;R3;1;M1;S19;C
d0c651e4710f7e867f209a989ae1cc1ca79436329f2f6c09c2e4e1e7c18e0c10;10025771;VA Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
9229700feca6f398dc9322b4ba398c9cd20551f57d46e10c8d223d5244bbccb7;10000480;Abbotsbury Shop;816-455-8733;G2;R2;1;\"\";S5;C
9f555c4527f676350f5f0e5fced002eb2ba51728a3a48030b89053b3487d805e;10002136;AccessWare Shop;816-455-8733;G1;R3;1;M1;S20;C
b51c2dc028ddff16bc12f2092e8103c8cafd56bca3b3a00a15035423c3fa0729;10021107;P.C.G. Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
1d3483d534c43fb0ae54e7d5d7571fa7b18e2bc80e55d56a8ea2d524d7e8ffd2;10023511;Sage Supermarket;816-455-8733;G1;R1;1;\"\";S13;C
7ce6f82ec675761ebeae1f47c551573e3d408d9da7e1f060eecbc3505cd679b8;10002140;Accton Shop;816-455-8733;G2;R3;1;\"\";S16;C
4e49026507fecccf21fe0e25e73656a1a16796d8a7b02b73fe0e25dbabe79869;10027381;Zero-Knowledge Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
654b2e84979a6bbe72174a47822beb7a2fd35a54d0c625859a3a401eeb530303;10013080;Ganymede Shop;816-455-8733;G2;R3;1;\"\";S16;C
ab5d36212824a06d725a687bd827d50bda6118d8702fc271acde303648c874a0;10015275;Helios Shop;816-455-8733;G2;R3;1;\"\";S16;C
6c3b6ba0ac75ee80d9c465c1c05d906437ed4752185bf3df108b4c1c83482cc4;10019388;KeyComm Shop;816-455-8733;G2;R3;1;\"\";S1;C
2d2bef39036fd7fe3f085fcd4ad13a89f4f389bddf51246d1ead13360f13867a;10025267;Todd Supermarket;816-455-8733;G3;R3;1;\"\";S5;C
ee7d2c27bcde0d0101160a6597a677e201efe8f04fb966898925507685eb67e8;10027082;ySecret Shop;816-455-8733;G3;R3;1;\"\";S5;C
c307f3a587e0d9c273de9e67ee023b82e2be3442a15fa9aabc7307960da70c77;10010886;EDGE Supermarket;816-455-8733;G2;R1;1;\"\";S11;C
ab669ccbc3d4464e99bb49e11ed8c5ebfe951c739aa505c9619ad8d5ded55fc0;10019880;Litton Supermarket;816-455-8733;G2;O2;1;\"\";S12;C
83ff6be0e6a7a7a0bf93db3b6f57d851e9bf9db5e61362a2ac174b334aa5c387;10027053;YourFuture Shop;816-455-8733;G2;R3;1;\"\";S9;C
3f0980289179692c051866f13e6961e68281aa13118a4434e294aff6829ae928;10012158;Filene? Shop;816-455-8733;G2;R3;1;\"\";S1;C
1d3c1c41fb14c2bda4bb2d23e982111e36a132a71815dd0ff5469b1bf97915c6;10012927;Galaxy Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
704c17a6f9d8bf223bbd0e5f95733511c9f85f0787c4f8f3ed4d1564af013ed8;10020256;Maxtor Shop;816-455-8733;G2;O2;1;\"\";S12;C
e1e678c7427168c28c799a40f64b5d8755da494e67337b23a99cd1b02513340b;10022240;Quantum Supermarket;816-455-8733;G3;R3;1;\"\";S5;C
61b21fa006869fd61016c5de0fed7e9a185774dfa4625739ffac256e259c383b;10023715;Diss Gigastore;816-455-8733;G2;R3;1;M1;S16;C
ca1f2180986952bb370c031086de72f0f8da2f0e7bb3ea2d9a335fa3bfdbb7e8;10023780;SAT-SAGEM Supermarket;816-455-8733;G1;R3;1;M1;S16;C
ae1c87e01d40024b913167be09a481ba53f9a363bdd7fa178be9be39da57f885;10009662;De Store;816-455-8733;G2;R3;1;\"\";S1;C
c454e342ea805c60577bb0ad9b2beed104be8adcd9b67d1254357542efa86cd7;10015956;Hidden Market;816-455-8733;G2;R3;1;\"\";S9;C
9fe12f962addfdda9cc618a15c1a13a870ab8dc0e47ce4d3f9dfbcf25eb9d108;10020915;Ottercom Shop;816-455-8733;G2;R3;1;\"\";S16;C
f248f61b2f02254cef7a211cfe883ac0f7caf1504a81724d63425627e61f4321;10022434;R&R Store;816-455-8733;G2;R3;1;\"\";S4;C
28db6d64897d55e8ca86a764ed7e8e5f8b049f22e7a0e49bd17e7971cb09cba5;10014540;HarveyOpolis Shop;816-455-8733;G1;R3;1;M1;S16;C
82e3d9d4a242a8715b08374535cfcb6f46092408f629c66dcba600b6863d704e;10026055;Dellovade, Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
3dfc9996a17b268a87d0e07ecced7a375e16e12dda67b419fac130d9e1df03c3;10002489;ACT Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
1f2a0e0818e6e1e3e70779e523dc820c34ab45c612f65bcf9adf7a195e978c93;10002526;Active Shop;816-455-8733;G1;R3;1;M1;S19;C
1f4ecef403018de4794b1ff9f5e581df5c56118b117cbc1f17992dc257237f9e;10010906;ediSys Shop;816-455-8733;G2;R3;1;\"\";S1;C
c37797119b05cd80d6038bf07ae469430aa206ff1ced54d26717115775bf96ca;10011398;Ethyl Store;816-455-8733;G2;R3;1;\"\";S16;C
412dffc3e430580ef04d451694ffc74cae4c8c3232730749d9fd9857d0dea0fd;10020662;Nematron Shop;816-455-8733;G1;R3;1;M1;S19;C
4e2e341b0aeef233f6fe0883327d182cd2c8b462df1ff7fc1bc40aacc6b97e16;10024930;T3West Shop;816-455-8733;G3;R3;1;\"\";S8;C
cdb0ecc6930cf4a92d3ea98ff3cccec71980dfa08dfe867cb7966f079202d74a;10003749;Associates Shop;816-455-8733;G1;R3;1;M1;S19;C
4fef89072f016537350d2e3f7fecc60808845601d3defb781bc5dd014a4a3512;10015495;Hennings;816-455-8733;G2;R3;1;M1;S16;C
04cc6d2fd563d297143f4756fe839005f82d08aa33ef54138d7bb74fef19585b;10018628;K.C. Supermarket;816-455-8733;G2;R2;1;\"\";S5;C
a022e79be5e5b85ec9ce4af39cb9be6cb475c7babc0418c13e4c1a272e8a41ec;10006977;Brazilian Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
2dfaf0ccecd68380ae754a4100bd6023a3ec5d901ef862e558e66872eb5cf524;10009156;Carden Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
e6bad8e8b04e0aaf0246dfe109659860c205a9a467611ab7c44237eae111bd34;10020663;Neos Gigaplace;816-455-8733;G2;R3;1;\"\";S16;C
c5858e9734715872a48b153e717aa2a86f5d80018dc2207205c9dfb74bb18917;10011734;Felidae Enterprises;816-455-8733;G2;R3;1;\"\";S16;C
77082fa34d380a1dd93a8f6a94254f0529fbccf607e96d9c1ddde1ba21c16bfe;10000473;Aaron Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
39b8217e6f57b4fd15b6692d93a8e50ddcc1bbd096a707193d5bd10e287059b5;10002144;ACCUCOMP Shop;816-455-8733;G3;R2;1;\"\";S8;C
52f855a0352c7c5608a9f9eea1437ae93eb5ceab64f4fd3c9a6f475fd72bad9d;10019109;KentISP Shop;816-455-8733;G2;O2;1;\"\";S12;C
56264a31ec9d07eba04312ffab554efa4efbf04ff680579814581c153f5d1194;10022167;Quallaby Megaplace;816-455-8733;G1;R3;1;M1;S16;C
379168d2750ba83431dee621dc328eee685b22bb96a948c3bd84c5f757ffb62a;10010698;Earth Shop;816-455-8733;G2;R3;1;\"\";S16;C
d1bf661793bd20d4cd3d344932bf58604bedcf41479e17f1dc05cca5d09b977e;10010887;Edia Shop;816-455-8733;G3;R3;1;\"\";S5;C
33468bd940bbdb42f1c3e067ded7e4e5792ab8e2bf9275b86748ed710ea76b28;10020192;MATRIX Shop;816-455-8733;G2;R3;1;\"\";S16;C
7e29bca0439b54657fedd7b6b7d6864fa005e44f55d86fc123d99ccf08f2203e;10027348;Zephyr Shop;816-455-8733;G2;R2;1;\"\";S5;I
55746033e35fc31c01f7a9ec4da03e7baf9bdb998014337cbf2ca0d11b88aa9a;10007577;Cam-Built Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
5b40d7138c7d80a2e7cdf5783422b4910034074e5b47ddc00a53cbe0895f1bda;10025296;Trust Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
3bcf4251d89e8735c6d24b418a8dfe4ba6af8c58786fd3faec64032cd68903ea;10000461;A1 Store;816-455-8733;G3;R1;1;\"\";S2;C
8b3aaa0a6061b716cf29e4512c533c2d78c9248eb31d8f07a3de04e5bc8023cc;10000501;Absolute Supermarket;816-455-8733;G3;R3;1;\"\";S5;C
fa616115ded3251f5ebb19bd88013ca017c127499936e87634451bf551172d65;10004302;Berkeley Supermarket;816-455-8733;G2;R3;1;M1;S1;C
16b94e3e76dc16bb162d529815fb327f9821c9161f7c9b5965e6371d30a301cb;10025038;Tanager Shop;816-455-8733;G2;R2;1;\"\";S11;C
e84f3be83dea266e0942ae32e0fdbb11bb950b7b0bc29d4e8f6110097b447295;10026081;Ventana Maxistore;816-455-8733;G1;O2;1;\"\";S1;C
141571aaa2a3f5bc0c153587b0c25adbb0b387d8000ecd7732b9a00df390e0d2;10026294;Wasabi Shop;816-455-8733;G1;R3;1;M1;S19;C
dc988512d18494aa40091d556a4f9a4fd90835a7f228ddf6e2909141280ae1d1;10002412;Acsior Shop;816-455-8733;G1;R3;1;M1;S19;C
92e8b6d6e5105f677bf25b7bb46fb881c1d6f656c352d6acf2ee01b5bc8fb92e;10006093;BigJobs Shop;816-455-8733;G2;R3;1;\"\";S9;C
6831c286ef85e1a4a040d1a5a244337c4d252104cd989bcc40f897b6bf3f6f07;10010970;EDP Shop;816-455-8733;G2;R3;1;\"\";S1;C
806b189a934b2149fdc681a799c297377631dc2f8ff8556d76031f80ccdd1e6d;10025036;Tampa Market;816-455-8733;G2;R3;1;\"\";S9;C
939fee0a290dedbaa96b43b887324b06504c02eb7b7fa90d4455b71f762e35c2;10026009;Vectrix Shop;816-455-8733;G1;R3;1;M1;S18;C
056a0fe38ae8112ea353578525f212c929fb3e02cc2abc091e1f82809cdc1f8b;10021231;Packard Supermarket;816-455-8733;G2;R2;1;\"\";S9;C
8b7464c40878e56cc47232301e5572a01c66732af705900b50fb1614f0c49551;10009639;Data Supermarket;816-455-8733;G1;R3;1;M1;S19;C
f0b4d7d7a912398d708fd8ac4e1e4413fcdc90e20f58c075ac9a5d16edd7067a;10010923;Edmark Shop;816-455-8733;G1;O2;1;\"\";S1;C
1fef53600e13c574a382eaf47691630cc3d3e22d294d477cf126483f91851c6a;10012425;Fins Shop;816-455-8733;G2;R1;1;\"\";S4;C
1eea1e2e99e05b4f557940baa48f00734e2b6f656de03dc136edfb4eafd2a0e7;10013232;Garza Supermarket;816-455-8733;G2;R3;1;\"\";S9;C
48a51f9d20d0f7060c814cdfda404aec8474e8ffc3694d1859584a8494f4cf13;10007258;C3I Shop;816-455-8733;G2;R3;1;\"\";S16;C
1e182004611e0c2b9f5451c9b14e6efe141a8b375c7937e7b0dca260b66fd89b;10008602;Caprica Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
fa124fc0e45627c414802877ad5b73251bfc7630f32fb4850bbbff295d0bbb79;10022201;Quantum Shop;816-455-8733;G1;R3;1;M1;S16;C
9de9a7399db57885456c9ba16cd46c6a890dbf09700d8f00aceced7415683f51;10023023;Crew Superstore;816-455-8733;G2;R1;1;\"\";S20;C
e0e4391c1aea146b7bc608fc9bb908fa637449986f74889da54f7f2e29d1a429;10023489;Robust Store;816-455-8733;G2;R3;1;\"\";S16;C
126360fb7525193720aeffa69f98c85ca81e0f3aea3691ad1bdbfcd2b1e7f78b;10025575;United Market;816-455-8733;G3;R3;1;\"\";S5;C
ee999064c389ee04f383ced5c73ace6fadf713f527287c71f72cd3758fb6d38f;10019900;LiveWire Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
6d4b38a3160e1f99218e60116a7ef9fbbbaadda26439dacdc8596511f290d188;10025285;Transalta Store;816-455-8733;G2;R3;1;\"\";S16;C
b6ebd515010f9a3817d3c62e7eedce57ba69992edb5b518e161eedbfd2f051d5;10019682;Lamson Store;816-455-8733;G2;R3;1;\"\";S3;C
ba686c0ae0b7b9bf45dae6ed39c96a30fc2a50919086430c52c7bd990e05494d;10021179;Pacific Store;816-455-8733;G2;R3;1;\"\";S4;C
aeaba280a105f0382150a2fddc65661764b662f88ba9523bdf86ba9ef9be8077;10026868;Xyratex Shop;816-455-8733;G1;R3;1;M1;S16;C
96df182f8747dcd3fc7fcf8bc90e15c1e9115492f48b5958e3cee727203ad578;10013426;GDC Shop;816-455-8733;G2;R3;1;\"\";S1;C
f68650683d3b937f511db67c3fc870f2bb459a0b479d9bad83acecd0518ad469;10020914;Onetouch Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
b337475af83d155027c336fd936ce6c05b861c5d02d0720d31b454b50258e184;10025919;Vanstars;816-455-8733;G2;R3;1;M1;S16;C
29a68419cb365deef83a38b0cd1a26f4cc1fe65da6ae7d78c83e61d3e1634ff0;10025778;Valicert Midstore;816-455-8733;G2;R3;1;\"\";S16;C
0a7351b9ebcf5c9cc92cbd888ddfa59a5a498cd0aeb7babd4fef6396b56980c2;10024942;Tag Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
9cb91e1455219d224cbdda6a97f0e8b4827b0d4676176f809be61f982836f954;10021750;Paul Store;816-455-8733;G2;R3;1;\"\";S16;I
3f8cfc8102468c7d224c7409d8b6123d460324caec3441456f925787d008fe4f;10005919;Big Store;816-455-8733;G2;R3;1;\"\";S4;C
9164f8f6f1d37efeab0a413406f07a80372055676a67ffb1130ef1cd2dbbc4b3;10002114;Accel Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
7b1c80f583d365bca3f35b594be2eb57a64e5be1bf0dbdbe61cedaec32a1c2a5;10016858;IBVA Shop;816-455-8733;G2;R2;1;\"\";S5;C
dd6e69e3b9586978e07f1418b8bb0281cf7aa883d5debd32ba124118b36cdb3e;10020193;Maui Store;816-455-8733;G2;R2;1;\"\";S5;C
32a1bc95c77927f8523f7cf435004b8ac6a5cd2d5610246591006477367bea9a;10020684;Oklahoma Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
9d15a94f2f459df530587b83eb8505e8b600b54ef40a2cf091f2939b3f67a0b9;10021223;PacificServ Shop;816-455-8733;G2;O2;1;\"\";S12;C
05eed3f48ee3d8a703b2ced7b8662320ffa949bc45c97fd670860089684777ca;10024016;Screen Supermarket;816-455-8733;G1;R3;1;M1;S19;C
e4aa2897977a53e7c0a5731ffc2e02646a2ebca826cce3190e97dc9fa9b60d15;10025284;Towmotor Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
ea90520fe805d83c0a8333c1d567784a5ee5b03dccca11312022ef7e04e65ada;10007253;C3 Supermarket;816-455-8733;G2;O2;1;\"\";S12;C
2045d73f1f03cc79400050712824aa9ead0387bc52fe844161ae313d5c07330f;10018871;Karsings;816-455-8733;G2;O2;1;\"\";S12;C
e834079c48843128b0793a834be0693aec31c6ff405b6434df00334081fa5403;10011546;Farrell Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
83f91673fb72b78ce570547e24380ce74516c3b9e74a6dba6ca0ccd9deaf77f4;10005922;Big Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
a7af32c1cf7afc3fee7093cb4d98e98782103be0bb376dcb9f415b73c60a72fe;10012305;FIND/SVP Shop;816-455-8733;G2;R3;1;\"\";S9;C
d685e1dd75a25799777052010bf65bb7708b0dfa78448ffa094702cc39be8250;10023703;Sarcom Shop;816-455-8733;G1;R3;1;M1;S19;C
4ecaea425bd9db12c3edcb6d430cfe2f169326270e3a578a1785f7da57b1507e;10025418;Ultra-Image Shop;816-455-8733;G2;R2;1;\"\";S3;C
7e544da2ff1860bb14c3086731d06be23cc47b126d2c64f25605e3cf454653dd;10010974;EDS Shop;816-455-8733;G2;R2;1;\"\";S9;C
32111387acde4b271e1d7a6c9388abc806b164b4f21e52de7911c167e3c817b6;10011521;Farr Market;816-455-8733;G2;R2;1;\"\";S5;C
32a8c56e6d3714a006347f953a9ea73e5f75e916174b9b363035ecdad7545d24;10013341;Gatierf Supermarket;816-455-8733;G2;R2;1;\"\";S2;C
72ed1250b698bf2071de0668ea124e2e2f9ac82435b656194148ba12f2f4ca9b;10022490;Racal-Datacom Shop;816-455-8733;G2;R3;1;M1;S16;C
4b4a49402f4d76cb23c8f10038398179c7edf483a4a52029ce16e024ffa4d2a3;10025021;Tailwind Shop;816-455-8733;G2;R3;1;\"\";S16;C
c778391e62a155db040a51c2f5319ab94e923c1323ba5a08264d851cbd5305e2;10002161;ACME Maxiplace;816-455-8733;G2;R2;1;\"\";S4;C
c38368d8360842c86cc5e90e339b08dc727f48a79a3e7671688e600ccc9f75e2;10002969;activeDesign Shop;816-455-8733;G2;R3;1;\"\";S1;C
c9723bf11bf2d641f1c5de4f7cd49b7f5172421cc17d484136403fc89b7c4f89;10012600;FireTrans Shop;816-455-8733;G2;R3;1;\"\";S4;C
6da93ed970e81221f9b960daeed03f73e4f1baa2ce785dc662caedfa3c9c853f;10016045;High Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
b491e315a810a0c8f0ab4ac498a9f71a2f0a81b2502dc9ec03b9eab2eda41547;10012851;Gailey Market;816-455-8733;G2;R3;1;\"\";S1;C
77eeb7eecf222284dff86f472c8d82465a7e7dcf83df065ec4188a070a739cab;10016609;Homestead Market;816-455-8733;G3;R1;1;\"\";S21;C
1b6085af3d3aca147d3f947af8cbe8c4425a2a88b65928813680093164711c74;10017576;Illuminati Shop;816-455-8733;G2;R3;1;\"\";S16;C
9a6c2cb21e3a603f06dd588e72e6ac9ed4240ceae515377005d7914937ef4eaf;10022725;Razorfish Shop;816-455-8733;G2;R3;1;\"\";S16;C
48930b363d2d78e04d35afa8c0a57ac6715176450f6320c74593430bd97d241a;10025024;Talarians;816-455-8733;G2;O2;1;\"\";S12;C
6c49a9e0540505b1f228ae1625c8168f7f42f66cf218faf73306ec70c8275ad1;10025305;Ubicco Shop;816-455-8733;G2;R3;1;\"\";S16;C
31755cf417ba3439ca7e95b85dc96ae51cf425d313012b0fbcbd9578204f2790;10000455;Caribian Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
8d12703178f9d1ec01ecf7ae077e12136e03b23c9306936f0085448c01430768;10002159;ACI Shop;816-455-8733;G1;R3;1;M1;S19;C
e70052f571d8cd30cb3aa20bf3cd021a0a75a338a8f5907329a969e453a20c48;10007448;Cajun Shop;816-455-8733;G2;R3;1;\"\";S16;C
5e977a0347359b098cc2bd81267aed852cf542ba3f1dd439607bb6529903ef65;10021222;Pacifico's;816-455-8733;G2;R3;1;\"\";S16;C
e91d492071fc71bb6bf8eb2bdb4600ef6ceead881ef4ab5a6050569f62db8e86;10024248;Sifton Supermarket;816-455-8733;G2;R3;1;M1;S16;C
66258f9dc4afc550fc881d5bbcdac49450b390f5847d01c3d0d3e4f5be950a8c;10017307;Idyll Store;816-455-8733;G3;R3;1;\"\";S8;C
cfae568815fe5a85527c99402853607cfaafedb354906aad01813393451eb419;10007536;Calypso Maxi Store;816-455-8733;G2;R2;1;\"\";S5;C
fbc0f00bc3d9bb33abc255bee48488e4dc12cb0432ef3e3cf64bc69b6d81f203;10011089;Embedded Supermarket;816-455-8733;G3;R2;1;\"\";S8;C
764209ae780028dc40a9f18fcb1c4f991fc6adb526035f752a34d09f3643166f;10012715;Fokas Midstore;816-455-8733;G2;R3;1;M1;S16;C
28744b64df242456204731495dca291f80a808b792c4c17c4814df210a07cee2;10017314;Idyllwild Shop;816-455-8733;G2;R3;1;\"\";S14;C
4fc28a94a09476a0e62be4351d53c045deb2c4f3cfacbf12998d745551dd17dc;10018371;Joy Supermarket;816-455-8733;G1;R3;1;M1;S19;C
e7961a8bb75467f35e9d8cbb3e5ddd73026a608ddea506081f0fc7ead901dfbb;10019897;Livermore Store;816-455-8733;G2;R3;1;\"\";S16;C
c63d7c3e77ac0f6bd1a1c284a99209fa233aef649a606acc8e8f372bc1541f7b;10026355;We Market;816-455-8733;G2;R3;1;\"\";S3;C
efd60abe40485998c00389990c286ff7db5b4718e9ca14cfe676e0964d599b44;10021158;Pacific Supermarket;816-455-8733;G3;R3;1;\"\";S17;C
2fcfab229ea6d66e445563f95c8a479f1202b669b4b42e021d9bf365953b2b35;10025571;Unitec Maxistore;816-455-8733;G2;R3;1;\"\";S9;C
5e6d217d4ed48848b446d5a36dc105b6d3f6e0e431b806c41cf5a24dea681d0f;10021139;Pace Shop;816-455-8733;G3;R3;1;\"\";S5;C
c141402cef411af6488fd6b0f2eb687a7223ac5a4738e8b6af49f1d17ccb0f1a;10021472;Parabole Shop;816-455-8733;G3;R3;1;\"\";S5;C
069f58ee528f6437baedeae394c2076a1787d1fb4938959b799a6d0b7c67840a;10002244;ACS Market;816-455-8733;G2;O2;1;\"\";S12;C
de89d7d75fadb9909ec8a0041b9860b0cbe9bb52250dfe9c73d1c7e8a8fe8665;10012128;Fifth Supermarket;816-455-8733;G3;R3;1;\"\";S5;C
bcd2c4f5012bc5c550982635cd95b9c3fa281f272e3aaf563ae8a109587cfe81;10016784;IBEX Shop;816-455-8733;G2;R2;1;\"\";S5;C
47b4f354e95fe2c6b3cb3eda0a1c0ceeafdcf60479480c8b9581e2346d7a0985;10026023;VEI Shop;816-455-8733;G2;R3;1;\"\";S15;C
9422d7786509846e51e52b7adf9a0104853eaab855de01c82fff64635ffcb776;10023516;SAIC Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
093ee67fcb765438e0f346fd2e4bf1871783ca7c8e56fc01cfc5313b3f0b2097;10002128;Access Store;816-455-8733;G1;R3;1;M1;S19;C
40944a34b6a657ec58824446ca3463c80d1dae34db7d6525a641cdaadaf7b250;10021668;Pathlight Market;816-455-8733;G2;R3;1;\"\";S1;C
